,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity,name,cityba,afs,Major Group,cluster label
1549,22950000.0,21710000.0,16353000.0,-6288000.0,0.0001,3000.0,-3768132.679,27642000.0,22950000.0,10679000.0,1884000.0,-318000.0,-7853000.0,-9541000.0,-4035000.0,964000.0,-93419000.0,-4692000.0,"augmedix, inc.",san francisc,4,73,0
1550,631269000.0,624324000.0,575236000.0,499480000.0,2.344627791,148000.0,74000.0,58175000.0,631269000.0,54506000.0,484669000.0,-660000.0,15471000.0,-28894000.0,-9882000.0,2485000.0,-98195000.0,573094000.0,olo inc.,new york,4,73,0
1551,988953000.0,937255000.0,664324000.0,430599000.0,0.760238178,0.0,156000.0,396951000.0,988953000.0,390316000.0,382199000.0,-24414000.0,72814000.0,-9692000.0,-9330000.0,5328000.0,-194046000.0,592002000.0,acv auctions inc.,buffalo,4,73,0
1552,360800000.0,306854000.0,266390000.0,219724000.0,0.005,0.0,3501000.0,50608000.0,360800000.0,37114000.0,216224000.0,-9300000.0,12757000.0,575000.0,4081000.0,2056000.0,24848000.0,310192000.0,"paymentus holdings, inc.",redmond,4,73,0
1553,4333494000.0,4215939000.0,498706000.0,668743000.0,0.01,3384000.0,3197000.0,3851711000.0,4333494000.0,3772335000.0,652635000.0,283000.0,16696000.0,-12414000.0,-18361000.0,11318000.0,-75989000.0,481783000.0,payoneer global inc.,philadelphia,4,73,0
1554,84773560.0,75060562.0,57890754.84,17128410.76,0.001,51143.0,2400.0,72795713.0,84773560.0,68949775.0,120141.0,-1261556.0,17581753.0,-2555494.0,-936177.0,1757518.0,-3608571.0,11977847.0,"paysign, inc.",henderson,4,73,0
1555,1842179000.0,401146000.0,257122000.0,104308000.0,0.001,153000.0,-3063000.0,742384000.0,1842179000.0,99366000.0,67869000.0,-19003000.0,56098000.0,3770000.0,14116000.0,172239000.0,-63111000.0,1099795000.0,first advantage corp,atlanta,4,73,0
1556,31823000000.0,20061000000.0,2128000000.0,712000000.0,0.001,2000000.0,107000000.0,18807000000.0,31823000000.0,5063000000.0,-747000000.0,-645000000.0,2109000000.0,10734000000.0,1573000000.0,1257000000.0,34086000000.0,13016000000.0,ebay inc,san jose,1,73,0
1557,12267346.0,2456469.0,2051057.0,-1786798.367,0.0001,727.0,-3200422.72,966714.0,12267346.0,590854.0,-493889.0,-65.0,-1214545.0,-1765993.0,-666147.0,12765.0,-22394599.0,11300632.0,"olb group, inc.",new york,4,73,0
1558,8119800000.0,1261300000.0,274500000.0,-202100000.0,0.01,1600000.0,148700000.0,6310600000.0,8119800000.0,1288000000.0,1797800000.0,-2653700000.0,640100000.0,547500000.0,678700000.0,177200000.0,2583800000.0,1809100000.0,"broadridge financial solutions, inc.",lake success,1,73,0
1559,18755000.0,16336000.0,8892000.0,-3731000.0,5.260908204,140494000.0,0.0,833418706.9,18755000.0,8082000.0,413000.0,-257000.0,-3821000.0,-567000.0,-2172000.0,654000.0,-130573000.0,8886000.0,bsquare corp /wa,bellevue,4,73,0
1560,42796000.0,21962000.0,17525000.0,-5638113.318,0.01,363000.0,-505000.0,11813000.0,42796000.0,9328000.0,-790000.0,-780000.0,-4290000.0,587000.0,1119000.0,108000.0,-262197000.0,30983000.0,heritage global inc.,san diego,4,73,0
1561,1292319000.0,1036396000.0,975187000.0,33271000.0,1.11467652,2422000.0,412000.0,99676000.0,1292319000.0,91344000.0,3492000.0,97169000.0,-67390000.0,-37859000.0,-76273000.0,2985000.0,-708587000.0,1171472000.0,american well corp,boston,4,73,0
1562,70187000.0,39213000.0,27813000.0,-6038000.0,0.01,17633364.33,-45000.0,21666000.0,70187000.0,19151000.0,99000.0,-438000.0,-5699000.0,-333000.0,-2864000.0,2488000.0,-304351000.0,48521000.0,marchex inc,seattle,4,73,0
1563,207602000.0,75977000.0,8415000.0,2066778.681,0.01,423000.0,383000.0,196205000.0,207602000.0,56042000.0,-12405000.0,-5892000.0,20662000.0,-3504000.0,5804000.0,67236000.0,-277266000.0,11397000.0,alj regional holdings inc,new york,4,73,0
1564,5476205.0,1326073.0,627229.0,-2051066.607,0.001,90479.0,817.0,108510313.5,5476205.0,3316365.0,-10640.0,-1094570.0,1314529.0,-79625.0,-209051.0,3092739.0,-21172056.0,-1461816.0,quotemedia inc,fountain hills,4,73,0
1565,3855.0,1855.0,-80572833.69,-89371531.08,0.001,6088.0,-4934741.694,42452.0,3855.0,42452.0,6699.0,-92972900.04,-6699.0,11735.0,-6114.0,-193903194.2,-76088.0,-38597.0,crona corp.,bucharest,4,73,0
1566,105483000.0,92931000.0,37351000.0,-22523000.0,0.0,-8325321.611,-2519835.472,74955000.0,105483000.0,73382000.0,802000.0,-2748000.0,-20560000.0,-12264000.0,-11801000.0,7638000.0,-134727000.0,-130185000.0,"xometry, inc.",derwood,4,73,0
1567,1326773.0,900296.0,71978758.68,723785.0,0.001,34838.0,-2824755.615,99518.0,1326773.0,-112735705.7,-701116.6255,954243.0,-230458.0,454681.0,17243569.41,53291373.19,-17282959.0,1227255.0,live current media inc.,reno,4,73,0
1568,1036162763.0,152466.0,14551.0,-481920.0,0.0001,-21951645.96,15636.0,166783520.0,1036162763.0,10050365.0,1036620046.0,-1035000000.0,-481920.0,53826180.0,-4175988.0,-514145090.5,-60606470.0,5000003.0,"alight, inc. /de",las vegas,4,73,0
1569,6800414.0,926136.0,210898.0,-2565527.0,-1.008922775,15733125.0,-6352038.124,4232065.0,6800414.0,3862712.0,1065448.0,-1530843.0,-2100132.0,-1152514.0,-2519716.0,2663537.0,-21250601.0,2352669.0,"generation hemp, inc.",dallas,4,73,0
1570,3485110.0,3085073.0,3037013.0,3003671.0,0.001,64711.0,-5654064.762,9710103.0,3485110.0,1386730.0,5071454.0,-400000.0,-1667783.0,-25000189.0,-4910071.0,-123513867.8,-38323564.0,-5888011.0,currencyworks inc.,los angeles,4,73,0
1571,30685018.0,22465645.0,13622302.0,8991767.0,0.001,2994045.0,3189.0,22465450.0,30685018.0,10106206.0,2289982.0,-61578.0,6764171.0,8772658.0,10537450.0,5228324.0,-37470448.0,8219568.0,"investview, inc.",eatontown,4,73,0
1572,6182000000.0,5179000000.0,3334000000.0,-1010000000.0,0.0,0.0,2000000.0,1563000000.0,6182000000.0,1251000000.0,-492000000.0,-936000000.0,418000000.0,-102000000.0,-198000000.0,2547332262.0,-1825000000.0,4619000000.0,"doordash, inc.",san francisco,4,73,0
1573,29284859.0,10133570.0,4025827.0,-3779142.069,0.001,12120.0,-20100.0,106213955.5,29284859.0,3402557.0,-281250.0,-38696.0,-1267881.0,-46888.0,-1204035.0,301324.0,-16086451.0,23056802.0,"cynergistek, inc",austin,4,73,0
1574,346149000.0,342729000.0,30003000.0,18357000.0,1.195882757,7000.0,-2009295.377,49451000.0,346149000.0,10557000.0,332078000.0,-303896000.0,-9825000.0,-24286000.0,-14364000.0,1725000.0,-68006000.0,296698000.0,"blade air mobility, inc.",new york,4,73,0
1575,43892684.0,22887700.0,20673240.0,4666718.792,-1.046422902,45751357.97,-6119852.377,5127001.0,43892684.0,2580538.0,10908944.0,-3143235.0,-1395168.0,-700099.0,-1796836.0,3145230.0,-8281506.0,30479071.0,andover national corp,miami,4,73,0
1576,1036162763.0,152466.0,14551.0,-481920.0,0.0001,482328.1299,40294.0,166783520.0,1036162763.0,10050365.0,1036620046.0,-1035000000.0,-481920.0,-24255480.0,-7433772.0,-390069741.6,-60606470.0,5000003.0,"alight, inc. / delaware",lincolnshire,4,73,0
1577,375264188.0,1514188.0,877620.0,-64001303.99,-2.678264324,43114941.67,-6816150.804,38892808.0,375264188.0,5303819.0,-365234.0,-64403994.74,-1023195.0,-2984151.0,-5819599.0,119221240.2,-3448000.0,5000010.0,marquee raine acquisition corp.,new york,4,73,0
1578,580089000.0,457499000.0,412026000.0,307974000.0,0.0001,10000.0,273000.0,105111000.0,580089000.0,77964000.0,324870000.0,-3582000.0,-13553000.0,-18146000.0,-14025000.0,7536000.0,-124570000.0,474978000.0,flywire corp,boston,4,73,0
1579,80904770.0,80255312.0,72016338.0,62228349.0,0.001,65321.0,-3474848.51,4571871.0,80904770.0,3345715.0,65519900.0,-19042385.72,11904658.81,-1200787.0,-2126945.0,41256.0,-125585088.0,76380358.0,future fintech group inc.,beijing,4,73,0
1580,151432026.0,151247257.0,150994159.0,43190146.0,0.001,6491.0,-97953.0,18002361.0,151432026.0,11991548.0,42561721.0,251173.6441,-681465.0,2220571.0,-384152.0,6291.0,-41099430.0,133429665.0,china recycling energy corp,"xi'an city, shaanxi province",4,73,0
1581,39396969.0,16806012.0,5766264.0,2056480.084,0.0001,2124.0,-4244038.476,9026839.0,39396969.0,9016839.0,9942895.0,-303682.0,-7341252.0,-9057384.0,-9466235.0,181429.0,-71180710.0,30370130.0,"logiq, inc.",new york,4,73,0
1582,1646107.0,1642333.0,119459.0,97616.0,0.0001,190382.0,-3490011.875,1819418.0,1646107.0,584243.0,264285.0,-1200.0,-165818.0,-4878529.0,-1265440.0,3774.0,-50771897.0,-3532739.0,two hands corp,mississauga,4,73,0
1583,107470000.0,28073000.0,4570000.0,-12923000.0,0.142353229,64186742.23,-76000.0,66862000.0,107470000.0,64989000.0,-10040000.0,-66000.0,-2820000.0,-34745118.22,-3942000.0,9199000.0,-1958360998.0,334940139.9,"cypress environmental partners, l.p.",tulsa,4,73,0
1584,94980000.0,78325000.0,16701000.0,729000.0,0.01,213000.0,1486000.0,54571000.0,94980000.0,52417000.0,2025000.0,-886000.0,1009000.0,1431000.0,4606000.0,2882000.0,10649000.0,23829000.0,"spar group, inc.",auburn hills,4,73,0
1585,1994369.0,285178.0,145947.0,51605.0,0.0001,860.0,-4593740.451,1439244.0,1994369.0,368682.0,216000.0,-64991.0,-99404.0,-112327.0,-180991.0,-168699976.7,-1947732.0,555125.0,usa equities corp.,west palm beach,4,73,0
1586,33316.0,14688.0,396.0,396.0,0.001,9810.0,-5408695.663,12659247.0,33316.0,12226844.0,678783.0,-3997191.201,-678387.0,-37304548.28,-1196136.0,-148156441.6,-64993250.0,-13612930.0,"sparta commercial services, inc.",new york,4,73,0
1587,12062140.0,12062140.0,21759311.87,11261882.0,1.0,1627.0,-3489381.778,1264002.0,12062140.0,602587.0,12577664.0,-3319178.371,-1318090.0,-2754248.0,-2515023.0,-362855774.8,-20453184.0,10798138.0,"protagenic therapeutics, inc.new",new york,4,73,0
1588,1090655000.0,291457000.0,45866000.0,-22445000.0,0.0001,17000.0,2007000.0,2033921000.0,1090655000.0,415626000.0,23662000.0,-66000.0,-45988000.0,-19367000.0,29649000.0,359118420.9,-1448605000.0,-943266000.0,"exela technologies, inc.",irving,4,73,0
1589,77355951.0,5587478.0,4795175.0,1124752.093,0.001,41250.0,-3671181.041,2380820.0,77355951.0,2301161.0,3272652.0,3888267.0,-2392675.0,-7272580.0,-936874.0,10367.0,-25402032.0,271728496.2,"clinigence holdings, inc.",atlanta,4,73,0
1590,442876000.0,86334000.0,-9261972.962,-58777000.0,0.001,70000.0,1490000.0,410688000.0,442876000.0,84168000.0,69429000.0,-83082000.0,-45124000.0,-12156000.0,11932000.0,24245000.0,-114169000.0,136475436.8,"priority technology holdings, inc.",alpharetta,4,73,0
1591,6352373.0,2736771.0,2466524.0,503900.1433,0.001,7807.0,956.0,3085519.0,6352373.0,2053518.0,-2907.0,-1120.0,777332.0,-30364.0,-209141.0,49209.0,-69835887.0,3266854.0,paid inc,westborough,4,73,0
1592,166255315.0,164762458.0,58184476.0,-24976767.25,0.0,1978.0,40477.0,121348226.0,166255315.0,101566550.0,-23316704.0,-672292.0,-5590699.0,-30412229.0,-26645441.0,505308.0,-82646589.0,44907089.0,sezzle inc.,minneapolis,4,73,0
1593,1765193.0,1025262.0,6339297.439,17409.0,0.0001,46281.0,-3623635.441,13942800.0,1765193.0,13529547.0,3161484.0,-3169195.572,-3144075.0,-4909917.0,-3930912.0,454761.0,-37615607.0,-12177607.0,endexx corp,cave creek,4,73,0
1594,2712600000.0,562300000.0,157000000.0,-55000000.0,0.01,1600000.0,94500000.0,2217700000.0,2712600000.0,368300000.0,-1213800000.0,921000000.0,216700000.0,49400000.0,425300000.0,71800000.0,1997400000.0,480800000.0,"cdk global, inc.",hoffman estates,1,73,0
1595,19623074.0,97528.0,20089.0,-402510.8089,0.0,14.0,-4729279.6,4258393.0,19623074.0,942105.0,-38081180.0,38867802.0,-770815.0,-1005623.0,-769628.0,-197782852.9,-4135865.0,-4110865.0,"helbiz, inc.",new york,4,73,0
1596,708521.0,331369.0,66234.0,-330215.8832,0.001,120692.0,0.0,2569330.0,708521.0,1283172.0,323000.0,0.0,-416871.0,-614651.0,-139888.0,6701.0,-37127691.0,-1871053.0,cfn enterprises inc.,whitefish,4,73,0
1597,375264188.0,1514188.0,877620.0,-356936669.8,-3.137716866,11091027.95,-7249342.096,38892808.0,375264188.0,5303819.0,-365234.0,-373750000.0,-1023195.0,-2984151.0,-2357741.0,13033372.56,-3448000.0,5000010.0,marquee raine acquisition corp.,new york,4,73,0
1598,14602714.0,8666299.0,7478360.0,7360824.0,0.001,69627.0,-3185050.239,7427292.0,14602714.0,5389980.0,-1177728.0,11223890.0,-2685338.0,7240183.0,-2596022.0,2801885.0,-12762777.0,7287891.0,"mj holdings, inc.",las vegas,4,73,0
1599,13182688.0,7173228.0,5899684.0,5782148.0,0.001,70660.0,277000.0,6738352.0,13182688.0,4779148.0,-1378377.0,11009852.0,-3849327.0,6404011.0,-4499370.0,2719136.0,-13598949.0,6556805.0,"mj holdings, inc.",las vegas,4,73,0
1600,449515000.0,206176000.0,110318000.0,2810000.0,0.001,54000.0,5774000.0,154367000.0,449515000.0,115611000.0,-11312000.0,-36457000.0,50615000.0,23555000.0,13926000.0,6849000.0,-24966000.0,295148000.0,"quinstreet, inc",foster city,1,73,0
1601,151432026.0,151247257.0,150994159.0,43190146.0,0.001,6491.0,-97953.0,18002361.0,151432026.0,11991548.0,42561721.0,-1885.0,-681465.0,2220571.0,-111060.0,6291.0,-41099430.0,133429665.0,china recycling energy corp,"xi'an city, shaanxi province",4,73,0
1602,574717.0,421069.0,9070210.505,-75733.0,0.001,9890.0,-3157150.15,240131.0,574717.0,186799.0,-3003.0,-3015195.589,-72730.0,-108782.0,-108058.0,153648.0,-717768.0,334586.0,"blueone card, inc.",north las vegas,4,73,0
1603,1393410.0,559300.0,15582.0,-275381.8273,0.0,1825.0,0.0,1016456.0,1393410.0,704581.0,-9459.0,0.0,-23472.0,115806.0,302284.0,770842.0,-2773540.0,376954.0,umatrin holding ltd,kuala lumpur,4,73,0
1604,551226000.0,493691000.0,439854000.0,221073000.0,0.01,509000.0,288000.0,64662000.0,551226000.0,57652000.0,243328000.0,-10053000.0,-12202000.0,-35367000.0,-34461000.0,423595454.4,-347144000.0,486564000.0,"phreesia, inc.",raleigh,1,73,0
1605,0.0,0.0,0.0,-49920194.25,0.001,103.0,0.0,476843.0,0.0,476843.0,0.0,-52055481.47,0.0,-87575.0,-84879.0,-166371841.5,-2398616.0,-476843.0,trex acquisition corp.,plantation,4,73,0
1606,573712000.0,112346000.0,47414000.0,-4150000.0,-1.142139906,38631046.83,168000.0,236909000.0,573712000.0,156112000.0,17506000.0,-4393000.0,-16986000.0,-43944000.0,-48791000.0,49078000.0,-393137000.0,307228000.0,ucommune international ltd,new york,4,73,0
1607,1994369.0,285178.0,145947.0,51605.0,0.0001,860.0,-4585182.862,1439244.0,1994369.0,368682.0,216000.0,-64991.0,-99404.0,-199013.0,-104734.0,-168750625.0,-1947732.0,555125.0,usa equities corp.,west palm beach,4,73,0
1608,3148634000.0,860614000.0,753754000.0,424951000.0,0.0001,8000.0,-3967000.0,1285968000.0,3148634000.0,185124000.0,445053000.0,-88268000.0,68166000.0,-3818000.0,-875000.0,27382000.0,213915000.0,1862666000.0,"healthequity, inc.",draper,1,73,0
1609,1857744.0,723737.0,382491.0,104827.0,0.0,3.0,-3306141.158,6158698.0,1857744.0,4930982.0,3401098.0,-9940.0,-3286331.0,-1752249.0,-1428305.0,238188.0,-22701783.0,-5170954.0,"4less group, inc.",las vegas,4,73,0
1610,375264188.0,1514188.0,877620.0,-356846140.5,-3.122215953,10324712.09,-7684887.578,38892808.0,375264188.0,5303819.0,-365234.0,-373750000.0,-1023195.0,-2984151.0,-5819599.0,17252011.81,-3448000.0,5000010.0,marquee raine acquisition corp.,new york,4,73,0
1611,13182688.0,7173228.0,5899684.0,5782148.0,0.001,70660.0,277000.0,6738352.0,13182688.0,4779148.0,-1378377.0,11009852.0,-3849327.0,-836172.0,-4499370.0,2719136.0,-13598949.0,6556805.0,"mj holdings, inc.",las vegas,4,73,0
1612,1857744.0,723737.0,277664.0,115540.0,0.0,3.0,0.0,6158698.0,1857744.0,4930982.0,965611.0,9750.0,-859821.0,1187176.0,-2141834.0,238188.0,-22701783.0,-5170954.0,"4less group, inc.",las vegas,4,73,0
1613,4866967000.0,925508478.1,1466558000.0,1364504000.0,24.77579395,117077755.1,-2343000.0,2285814000.0,4866967000.0,-494996514.3,2577830000.0,-1022033000.0,-193130000.0,-430923000.0,-379193000.0,62499000.0,-888381000.0,2581153000.0,"affirm holdings, inc.",san francisco,4,73,0
1614,33518.0,14890.0,843.0,447.0,0.001,11509.0,-4655764.283,11781100.0,33518.0,11348697.0,72058.0,-3189200.726,-71611.0,380140.0,-199516.0,-196961491.1,-64613448.0,-12734919.0,"sparta commercial services, inc.",new york,4,73,0
1615,16918624.0,16896963.0,11004337.0,1692781.0,0.001,26498.0,3204.0,115064389.4,16918624.0,11491539.0,-159974.0,-19854.0,1868406.0,-285089.0,-283032.0,20755.0,-21461888.0,5427085.0,"research solutions, inc.",henderson,4,73,0
1616,9021901.0,5496321.0,78762.0,30548.0,0.0001,21080.0,0.0,12908933.0,9021901.0,12851013.0,604241.0,0.0,-518403.0,-582891.0,-471614.0,3521929.0,-139958600.0,-3827641.0,"noble vici group, inc.",singapore,4,73,0
1617,322957.0,66957.0,16957.0,-1262641.168,0.0001,10000.0,-3318139.56,312882.0,322957.0,312882.0,10000.0,-3000.0,-14343.0,-5975.0,9593091.026,-191745854.3,-9475.0,10075.0,limitless projects inc.,sheridan,2,73,0
1618,202514658.0,169531970.0,129975984.0,125066862.0,-0.623210114,61652392.04,-4218111.042,69712641.0,202514658.0,69712641.0,180846394.0,-14598132.0,-40881304.0,-19479711.0,-14554399.0,26969771.0,-482916724.0,134485303.0,the9 ltd,shanghai,4,73,0
1619,9830.0,9830.0,9830.0,-11150.0,0.001,5600.0,-3415088.068,5000.0,9830.0,5000.0,0.0,-2839671.34,-11150.0,-14150.0,8798648.382,-188772048.8,-81185.0,4830.0,"tipmefast, inc.",zihron ya'akov,4,73,0
1620,378177.0,116749.0,66749.0,-56874.11287,0.0001,10061.0,-3666660.72,358577.0,378177.0,358577.0,50410.0,-261428.0,277767.0,-23636.0,-3029248.242,5428.0,-23636.0,19600.0,limitless projects inc.,sheridan,4,73,0
1621,339832.0,57806.0,-89863044.39,-80130675.23,0.001,5876746.0,-3681987.678,12040867.0,339832.0,10989633.0,743659.0,-84435918.74,-743659.0,-6591442.0,-1229893.0,6763.0,-67864284.0,-11701035.0,nutra pharma corp,coral springs,4,28,0
1622,348915.0,61470.0,-102029887.3,-85529986.94,0.001,6622746.0,-3373321.454,9277206.0,348915.0,8928033.0,215555.0,-89891011.73,-215555.0,2183044.0,-190104.0,6051.0,-65681240.0,-8928291.0,nutra pharma corp,coral springs,4,28,0
1623,6025362000.0,883609000.0,488466000.0,127820000.0,1.853616298,46000.0,-8972000.0,1560049000.0,6025362000.0,401241000.0,124308000.0,46105000.0,-44717000.0,47204000.0,-132171000.0,650698000.0,-486050000.0,4459070000.0,"tilray, inc.",new york,1,28,0
1624,112744685.0,95097618.0,36558752.0,-311926.6501,0.0005,15241.0,959384.0,15107629.0,112744685.0,-34234758.6,10672219.0,-13222847.0,2904466.0,-14403772.8,1525716.0,10514031.0,61475891.0,94745660.0,happiness biotech group ltd,"nanping,",4,28,0
1625,65842000.0,57932000.0,38778000.0,22081000.0,0.001,68000.0,-3259949.89,23700000.0,65842000.0,16229000.0,35692000.0,-311000.0,-13300000.0,-5566000.0,-5554000.0,3150000.0,-154772000.0,42142000.0,chromadex corp.,los angeles,4,28,0
1626,361515.0,113571.0,1174324.112,57870.0,0.001,6627746.0,-3091057.677,10793295.0,361515.0,10168606.0,446079.0,-3260450.294,-388209.0,676555.0,-391976.0,5339.0,-67187729.0,-10431780.0,nutra pharma corp,coral springs,4,28,0
1627,13581545.0,619483.0,7639410.748,-397153.6403,0.0001,61767.0,0.0,17818727.0,13581545.0,4354318.0,987903.0,-817890.0,-271604.0,827015.0,6331867.347,7515625.0,-28399788.0,-4237182.0,target group inc.,vaughan,4,28,0
1628,1838611000.0,1162078000.0,895181000.0,-182842000.0,-1.800619632,572858000.0,-7065496.466,208699000.0,1838611000.0,200598000.0,-8907000.0,-106563000.0,-86197000.0,-104258000.0,-103676000.0,193920000.0,955721000.0,1632676000.0,cronos group inc.,toronto,1,28,0
1629,26204000.0,37521883.41,208672280.3,-17000281.5,5.897732858,73175430.51,18712478.51,-88012016.49,114425192.6,-565472785.6,-117170040.5,-84734498.94,182089113.9,75436439.74,118740056.3,997985477.8,2028802089.0,1074070702.0,mediwound ltd.,yavne,4,28,0
1630,31167000.0,15705000.0,1061000.0,-2706000.0,0.02,122000.0,4000.0,13588000.0,31167000.0,5828000.0,-677000.0,-171000.0,-1858000.0,520000.0,619000.0,11905000.0,-15828000.0,17579000.0,cyanotech corp,kailua kona,4,28,0
1631,591449000.0,381506000.0,265368000.0,-47386000.0,0.001,20000.0,29791000.0,377166165.1,591449000.0,153000000.0,-102136000.0,-4582000.0,58817000.0,68855000.0,97917000.0,97849000.0,365650000.0,418623000.0,usana health sciences inc,salt lake city,1,28,0
1632,9426526.0,3560247.0,2307604.0,1557086.0,0.001,62264.0,-3306829.343,7910646.0,9426526.0,1862257.0,3941709.0,314349.0,-2698972.0,-3735321.0,-779850.0,642769.0,-78686757.0,1515880.0,general cannabis corp,denver,4,28,0
1633,63854000.0,46562000.0,25967000.0,593000.0,0.0001,0.0,48000.0,40122000.0,63854000.0,33934000.0,-6193000.0,-268000.0,8325000.0,2129000.0,2018000.0,-146289966.2,5873000.0,23732000.0,mannatech inc,flower mound,4,28,0
1634,301592.0,65555.0,-100885050.6,-84959986.45,0.001,6745879.0,-3439248.99,9946644.0,301592.0,9402842.0,525263.0,-89320468.34,-525263.0,1264323.0,-578729.0,16044.0,-66599961.0,-9645052.0,nutra pharma corp,coral springs,4,28,0
1635,1146307000.0,442090000.0,289238000.0,142525000.0,-0.096591815,96155726.62,29102000.0,390072000.0,1146307000.0,76738000.0,230019000.0,-136688000.0,49194000.0,40880000.0,148861000.0,427666000.0,190648000.0,756235000.0,trulieve cannabis corp.,quincy,4,28,0
1636,578763000.0,189398000.0,104212000.0,46115000.0,0.832386803,50627620.34,20971000.0,389443000.0,578763000.0,110224000.0,129338000.0,-71168000.0,-12055000.0,-93120000.0,-28086000.0,182486000.0,-156712000.0,189320000.0,"ascend wellness holdings, inc",boston,4,28,0
1637,33389814.0,7271810.0,2229056.0,1325808.625,0.001,12728.0,0.0,9646948.0,33389814.0,4445905.0,-244573.0,-306175.0,2340725.0,2214512.0,2217355.0,315894.0,-14989850.0,23742866.0,acquired sales corp,jacksonville,4,28,0
1638,707253.0,695675.0,283401.0,107714.5815,0.0001,10217.0,-3171541.499,1197751.0,707253.0,1197751.0,-168052.0,-6428.0,450881.0,204675.0,247767.0,7284.0,-966400.0,-490498.0,cat9 group inc.,chengdu,4,28,0
1639,44596000.0,24844000.0,1294000.0,870000.0,0.001,394000.0,0.0,145280000.0,44596000.0,139016000.0,3673000.0,-2620081.839,-2668000.0,1465000.0,5358000.0,185000.0,-331797000.0,-100684000.0,"twinlab consolidated holdings, inc.",boca raton,4,28,0
1640,2488703.0,2396567.0,49826.0,44478.0,0.0,2760.0,-3668629.005,1217456.0,2488703.0,1167356.0,2968910.0,-369854.0,-2554578.0,-3626446.0,-3389474.0,12063.0,-62149078.0,1271247.0,"tauriga sciences, inc.",wappingers falls,4,28,0
1641,1886191.0,1729675.0,783771.0,-222623.0,0.0001,2025.0,-3217413.172,1207857.0,1886191.0,859826.0,50178.0,-3261973.366,-277780.0,-170397.0,-177587.0,152373.0,-633183.0,678334.0,china foods holdings ltd.,wanchai,4,28,0
1642,118305000.0,17131000.0,9106000.0,6977000.0,0.001,220000.0,-3705462.944,28047000.0,118305000.0,19446000.0,14985000.0,421000.0,-8429000.0,-9146000.0,-10606000.0,13098000.0,-60531000.0,88559000.0,"stem holdings, inc.",boca raton,4,28,0
1643,2757726.0,2668603.0,66894.0,17068.0,0.0,2858.0,-3292270.066,1503456.0,2757726.0,1382165.0,777701.0,-1945.0,-758688.0,-832364.0,-976065.0,13076.0,-62981442.0,1254270.0,"tauriga sciences, inc.",wappingers falls,4,28,0
1644,7612000.0,6097000.0,-3293408.492,131632.0716,0.001,203000.0,-2612218.275,9687000.0,7612000.0,8812000.0,904000.0,-40000.0,-325000.0,19764000.0,-168000.0,469000.0,-10036000.0,-2075000.0,"charlie's holdings, inc.",costa mesa,4,28,0
1645,19761000.0,15284000.0,8425000.0,1836108.34,0.01,12000.0,728000.0,4687000.0,19761000.0,4556000.0,-390000.0,-529000.0,3008000.0,1508000.0,3456000.0,85000.0,-15200000.0,15074000.0,"fitlife brands, inc.",omaha,4,28,0
1646,23477358.0,9012296.0,1030079.0,-2226926.0,0.0001,9720.0,0.0,32807650.0,23477358.0,32807650.0,0.0,-3523.0,-2296372.0,-3988704.0,-2432632.0,1765815.0,-17596030.0,-9330292.0,"hanjiao group, inc.","pinggu district, beiging",4,28,0
1647,208764000.0,41663000.0,58083938.73,-7369000.0,-0.764981725,42705176.78,3351000.0,155196000.0,208764000.0,45923000.0,-900000.0,-10736000.0,4267000.0,-6223000.0,1021000.0,44270000.0,-267860000.0,53506000.0,4front ventures corp.,vancouver,4,28,0
1648,6605409.0,1268309.0,179811.0,142998.886,0.001,5068525.0,-3400980.123,5472772.0,6605409.0,5472772.0,2236387.0,-289439.0,-1841640.0,-5486107.0,-1809039.0,111898.0,-91795702.0,1132637.0,"marijuana co of america, inc.",los angeles,4,28,0
1649,1428633.0,28633.0,28243.0,10151.0,0.001,283543.0,800.0,117250097.5,1428633.0,170455.0,1596508.0,-1400000.0,-186405.0,-198973.0,-262516.0,74350089.18,-8357362.0,1258178.0,genufood energy enzymes corp.,arcadia,4,28,0
1650,170872.0,62852825.77,17484.0,-64886628.75,0.0001,1892.0,-5674715.461,113221376.3,170872.0,304875.0,17588.0,-66904038.0,-175601.0,-6496.0,6785.0,30008968.6,-3412656.0,-134003.0,cannassist international corp,fallbrook,4,28,0
1651,1335181.0,805008.0,277827.0,271557.0,0.001,191805.0,-3611858.644,3449344.0,1335181.0,2739721.0,2758541.0,-26672.0,-2460312.0,-5176715.0,-2580631.0,192027.0,-21258289.0,-3256472.0,quanta inc,burbank,4,28,0
