name,sic,cityba,afs,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
capital senior living corp,8050,dallas,4,678875000.0,33302000.0,14556000.0,-3329000.0,0.01,22000.0,98000.0,,678875000.0,298256000.0,-5540000.0,-4753000.0,6964000.0,49078000.0,,642003000.0,-380342000.0,-190660000.0
"ascend wellness holdings, inc",2833,boston,4,578763000.0,189398000.0,104212000.0,46115000.0,,,20971000.0,389443000.0,578763000.0,110224000.0,129338000.0,-71168000.0,-12055000.0,-93120000.0,-28086000.0,182486000.0,-156712000.0,189320000.0
"luminar technologies, inc./de",3714,orlando,4,626167000.0,601591000.0,134689000.0,-74305000.0,,,,79151000.0,626167000.0,24239000.0,156321000.0,-172443000.0,-58183000.0,-112753000.0,-73445000.0,7689000.0,-697254000.0,547016000.0
cumberland pharmaceuticals inc,2834,"nashville,",4,88851474.0,46680506.0,25670462.0,916666.0,,48688384.0,7459.0,41043067.0,88851474.0,18646791.0,-3201250.0,-366854.0,4484770.0,1228560.0,-1760029.0,493256.0,-735625.0,47952759.0
karat packaging inc.,3089,chino,4,207083000.0,105959000.0,7682000.0,7234000.0,0.001,20000.0,2733000.0,86995000.0,207083000.0,40137000.0,14760000.0,-4839000.0,-2687000.0,9583000.0,10641000.0,92936000.0,30019000.0,111599000.0
"kbs growth & income reit, inc.",6798,newport beach,4,150038000.0,,5401000.0,1289000.0,,,,112855000.0,150038000.0,,1060000.0,-352000.0,581000.0,-1717000.0,,,,37000000.0
"griffin-american healthcare reit iv, inc.",6798,irvine,4,1075781000.0,,21336000.0,,0.01,,0.0,543726000.0,1075781000.0,,-9974000.0,475000.0,13886000.0,-7516000.0,,,-208759000.0,528885000.0
"bally, corp.",5200,pudong shanghai,4,2000.0,2000.0,0.0,,,985.0,0.0,90551.0,2000.0,,,,0.0,-24375.0,,,-267931.0,-88551.0
nymox pharmaceutical corp,2835,quebec canada,2,6670000.0,,,,,,,1963000.0,,,,,,,,,,
modiv inc.,6798,newport beach,4,389555298.0,,7865974.0,1996915.0,,,,211100320.0,389555298.0,,-15710863.0,14624425.0,3083353.0,-1905491.0,-2589893.0,,-97886364.0,117438287.0
"upstart holdings, inc.",6199,san mateo,4,904583000.0,,,306200000.0,0.0001,8000.0,-767000.0,188487000.0,904583000.0,,210003000.0,-39699000.0,135896000.0,47386000.0,36294000.0,13549000.0,-21836000.0,716096000.0
atlassian corp plc,7372,san francisco,1,2945344000.0,,,,,,,2650430000.0,,,,,,,,,,
ocean thermal energy corp,4931,lancaster,4,8110.0,8110.0,8110.0,,0.001,159371.0,0.0,28628280.0,8110.0,28438946.0,246145.0,,-245477.0,440216.0,-473178.0,,-87906761.0,-28620170.0
pgi inc,6500,st louis,4,78000.0,,,,0.1,532000.0,,94473000.0,78000.0,,,,-17000.0,-357000.0,,,-110425000.0,-94395000.0
"edesa biotech, inc.",2834,markham,4,16877343.0,14334307.0,8052574.0,,,34627125.0,800.0,1073588.0,16877343.0,983467.0,13953704.0,-7610.0,-13309611.0,-4759510.0,-18196812.0,17533.0,-22809588.0,15803755.0
cel sci corp,2836,vienna,4,79641726.0,49731414.0,35957715.0,,0.01,429634.0,,19847982.0,79641726.0,5156700.0,54208053.0,-19774315.0,-13984932.0,-28156252.0,-10456579.0,13548079.0,-409991555.0,59793744.0
"support.com, inc.",7374,wilmington,4,46005000.0,44567000.0,32295000.0,,0.0001,3000.0,25000.0,5758000.0,46005000.0,4851000.0,8297000.0,10172000.0,292000.0,-799000.0,-2868000.0,1043000.0,-211597000.0,40247000.0
"hst global, inc.",2834,hampton,4,1121.0,1121.0,1121.0,,,5249.0,0.0,231162.0,1121.0,231162.0,21100.0,0.0,-20639.0,-77618.0,-76521.0,,-5652526.0,-230041.0
"icc holdings, inc.",6331,rock island,4,196109705.0,,3998488.0,,0.01,35000.0,468401.0,122617532.0,196109705.0,,4902341.0,-9926282.0,2423587.0,1724607.0,,3080594.0,41864722.0,73492173.0
"cns pharmaceuticals, inc.",2834,houston,4,14238520.0,13883487.0,6885572.0,,0.001,27379.0,,1830753.0,14238520.0,1830753.0,1155743.0,-3672.0,-8305992.0,-3813673.0,-3811320.0,20895.0,-28373420.0,12407767.0
health discovery corp,6794,atlanta,4,500000.0,500000.0,,,,31675000.0,,803000.0,500000.0,803000.0,10000.0,,-442000.0,-2056000.0,-2048000.0,,-32195000.0,-303000.0
athena gold corp,1040,vacaville,4,421311.0,271311.0,271311.0,,0.0001,6828.0,,537178.0,421311.0,114219.0,529925.0,,-267600.0,-83765.0,-392723.0,,-10329622.0,-115867.0
intrusion inc,3576,plano,4,13843000.0,11466000.0,9337000.0,,0.01,176000.0,,,13843000.0,4165000.0,98000.0,-891000.0,-6574000.0,-8854000.0,-9554000.0,1088000.0,-70149000.0,7985000.0
focus universal inc.,3823,ontario,4,6216363.0,1735090.0,,,0.001,40959.0,0.0,2336737.0,6216363.0,571968.0,1762407.0,,-964297.0,-1162661.0,-663535.0,4411638.0,-10878775.0,3879626.0
"b2digital, inc.",7997,tampa,4,3332518.0,140697.0,111785.0,,0.0,13070.0,,5021471.0,3332518.0,3468416.0,1334619.0,-299184.0,-1045826.0,-1061347.0,-1276666.0,1136243.0,-10258595.0,-1688953.0
auddia inc.,7374,boulder,4,9222651.0,6583211.0,117914.0,,0.001,11292.0,0.0,,9222651.0,2666496.0,10174305.0,-575373.0,-3133635.0,-753521.0,-1871178.0,31084.0,-61410339.0,6556155.0
"esports technologies, inc.",7900,las vegas,4,17293207.0,13193726.0,,,0.001,13111.0,0.0,2325379.0,17293207.0,1872201.0,17881957.0,-523357.0,-4899409.0,-9084002.0,-7726146.0,86436.0,-10533528.0,14967828.0
magellan gold corp,1000,wallace,4,1349295.0,199600.0,,177099.0,,11341.0,,1320348.0,1349295.0,1320348.0,412185.0,-36727.0,-198359.0,-1406873.0,-1250987.0,,-17319954.0,28947.0
"iiot-oxys, inc.",7372,cambridge,4,410106.0,87068.0,80262.0,,0.001,197655.0,0.0,1565048.0,410106.0,1564048.0,371910.0,,-394722.0,-475710.0,,,-7967456.0,-1340942.0
"hydrofarm holdings group, inc.",5190,fairless hills,4,655773000.0,361142000.0,193590000.0,118412000.0,0.0001,4000.0,819000.0,93612000.0,655773000.0,68633000.0,315447000.0,-196607000.0,-501000.0,2257000.0,8713000.0,6187000.0,-146735000.0,562161000.0
thumzup media corp,7374,carson city,4,709267.0,701196.0,570280.0,,0.001,5755.0,,224218.0,709267.0,224218.0,724500.0,-8547.0,-263490.0,-132515.0,,5973.0,-239451.0,485049.0
"livevox holdings, inc.",7900,san francisco,4,268259000.0,184460000.0,161423000.0,141957000.0,0.0001,9000.0,87000.0,123445000.0,268259000.0,62976000.0,150933000.0,722000.0,-9649000.0,-80018000.0,-75193000.0,,-104846000.0,144814000.0
"odyssey semiconductor technologies, inc.",3674,ithaca,4,5097013.0,4068411.0,4000000.0,,0.0001,1272.0,,893205.0,5097013.0,314671.0,4848648.0,,-1097939.0,-2210194.0,-2414053.0,925427.0,-5726594.0,4203808.0
"mid-southern bancorp, inc.",6035,salem,4,249152000.0,,18526000.0,,0.01,36000.0,6000.0,200036000.0,249152000.0,,13688000.0,-5966000.0,1143000.0,397000.0,,1960000.0,22894000.0,49116000.0
applovin corp,7370,palo alto,4,4599571000.0,1716845000.0,1183743000.0,866508000.0,0.0,11000.0,-3166000.0,2601934000.0,4599571000.0,603179000.0,1737766000.0,-1023182000.0,152276000.0,3902000.0,46443000.0,62986000.0,-1008498000.0,1997441000.0
"western capital resources, inc.",5900,omaha,4,110944418.0,75015095.0,19930190.0,-12574613.0,0.0001,925.0,2718600.0,33216147.0,110944418.0,19066823.0,-1913182.0,-18757868.0,8096437.0,,12498935.0,8150057.0,46312508.0,75875704.0
second sight medical products inc,3845,sylmar,4,75916000.0,75438000.0,73845000.0,70668000.0,,347940000.0,,3812000.0,75916000.0,3661000.0,75614000.0,,-4963000.0,-5137000.0,-5139000.0,135000.0,-324801000.0,72104000.0
"angel oak mortgage, inc.",6500,atlanta,4,1600559000.0,,28893000.0,-12945000.0,0.01,255000.0,,1103778000.0,1600559000.0,,1075043000.0,-705897000.0,-382091000.0,11714000.0,,,14307000.0,496781000.0
"richmond mutual bancorporation, inc.",6022,richmond,4,1188480461.0,,17087307.0,-31681150.0,0.01,126850.0,639490.0,1005911151.0,1188480461.0,,104182794.0,-133368836.0,-2495108.0,2781347.0,,14440960.0,,182569310.0
"wm technology, inc.",7372,irvine,4,326328000.0,120644000.0,,71743000.0,,,-151000.0,362043000.0,326328000.0,37500000.0,56404000.0,-836000.0,16175000.0,4263000.0,-15277000.0,6682000.0,5249000.0,-14950000.0
"trean insurance group, inc.",6331,wayzata,4,1405189000.0,,101361000.0,-43404000.0,0.01,511000.0,3019000.0,987846000.0,1405189000.0,,-625000.0,-65599000.0,22820000.0,2126000.0,,7780000.0,120628000.0,417343000.0
"rocket companies, inc.",6162,detroit,4,35619354000.0,,1974997000.0,-1652000.0,,,24047000.0,27433546000.0,35619354000.0,,-2555190000.0,-4954000.0,2557691000.0,61120000.0,,242599000.0,261351000.0,
beauty health co,3841,long beach,4,342508000.0,174440000.0,101467000.0,,0.0001,13000.0,-2176000.0,326438000.0,342508000.0,39492000.0,133049000.0,-9119000.0,-31938000.0,-139378000.0,-23971000.0,10113000.0,-186256000.0,16070000.0
"mediaalpha, inc.",6399,los angeles,4,236403000.0,94742000.0,15000000.0,-8554000.0,,,-489000.0,315629000.0,236403000.0,53778000.0,-2284000.0,-470000.0,-5800000.0,97000.0,3879000.0,1060000.0,-418876000.0,-20569000.0
guild holdings co,6162,san diego,4,4393376000.0,,322005000.0,-13117000.0,,,57991000.0,3544753000.0,4393376000.0,,-302018000.0,-1981000.0,290882000.0,169542000.0,,13523000.0,825452000.0,848623000.0
"latch, inc.",5072,new york,4,508621000.0,496185000.0,471999000.0,411470000.0,0.0001,15000.0,10000.0,56361000.0,508621000.0,20255000.0,448621000.0,-4311000.0,-32835000.0,-78172000.0,-53203000.0,1157000.0,-240359000.0,452260000.0
"cricut, inc.",3559,south jordan,4,974302000.0,924948000.0,314080000.0,191865000.0,0.001,222000.0,15040000.0,360690000.0,974302000.0,353207000.0,262013000.0,-16124000.0,-53995000.0,98544000.0,64152000.0,42974000.0,-85489000.0,613612000.0
nuvve holding corp.,3612,san diego,4,102124564.0,55973123.0,48062996.0,46167101.0,0.0001,1863.0,1000.0,7294539.0,102124564.0,6084925.0,59474365.0,7969.0,-13413426.0,-6187306.0,-6340364.0,,-32006849.0,94830025.0
copper property ctl pass through trust,6500,plano,4,2182742000.0,,33157000.0,7594000.0,,,,212254000.0,2182742000.0,,-30482000.0,,38076000.0,23717000.0,,,18368000.0,1970488000.0
"indie semiconductor, inc.",3674,aliso viejo,4,385962000.0,368845000.0,354208000.0,335510000.0,,,57000.0,205941000.0,385962000.0,28778000.0,358468000.0,-852000.0,-22133000.0,16964000.0,-26609000.0,2706000.0,-95407000.0,168915000.0
kkr acquisition holdings i corp.,6770,new york,4,1384116042.0,3086018.0,,,,,0.0,117478307.0,1384116042.0,1518977.0,1383673107.0,-1380000000.0,-2088223.0,94736.0,-1008915.0,,-5968817.0,5000005.0
post holdings partnering corp,6770,st. louis,4,348525916.0,3524253.0,2912178.0,2912178.0,,972.0,,32656522.0,348525916.0,298159.0,348803731.0,-345000000.0,-891553.0,-3275491.0,-1432956.0,,-29131578.0,-29130606.0
communications systems inc,3661,minnetonka,4,51997332.0,34126256.0,14884643.0,1792159.0,0.05,473521.0,-613.0,,51997332.0,7538776.0,-687507.0,2136370.0,292657.0,-4100338.0,-3807395.0,6955565.0,-7772.0,43888819.0
telos corp,7373,ashburn,4,220094000.0,178403000.0,130996000.0,24951000.0,0.001,105000.0,13000.0,55394000.0,220094000.0,38658000.0,35474000.0,-4733000.0,-5790000.0,-33507000.0,-18556000.0,24725000.0,-177350000.0,
union bankshares inc,6022,morrisville,4,1066137000.0,,,-61540000.0,2.0,9916000.0,1144000.0,983770000.0,1066137000.0,,-29537000.0,-29385000.0,-2618000.0,2991000.0,,21637000.0,74006000.0,82367000.0
cardinal health inc,5122,dublin,1,44453000000.0,31048000000.0,3407000000.0,636000000.0,,2806000000.0,-289000000.0,,44453000000.0,27624000000.0,-1317000000.0,-378000000.0,2429000000.0,611000000.0,472000000.0,2360000000.0,1205000000.0,1791000000.0
unit corp,1311,tulsa,4,609156000.0,77114000.0,6989000.0,,0.01,120000.0,0.0,,609156000.0,115314000.0,-87295000.0,7605000.0,73965000.0,-14931000.0,65035000.0,509525000.0,-33071000.0,155562000.0
"frp holdings, inc.",6500,jacksonville,4,681252000.0,,138154000.0,,0.1,,10370000.0,252967000.0,681252000.0,,844000.0,52438000.0,10963000.0,28455000.0,1283000.0,346110000.0,,396561000.0
stratus properties inc,6552,austin,4,44955000.0,,15272000.0,,,94000.0,269000.0,32332000.0,510341000.0,,-38813000.0,56504000.0,-14990000.0,,11769000.0,,-67576000.0,99088000.0
ohio valley banc corp,6022,gallipolis,4,1236988000.0,,125240000.0,,1.0,5447000.0,1257000.0,1097564000.0,1236988000.0,,45782000.0,-62917000.0,4072000.0,6392000.0,,20972000.0,97369000.0,139424000.0
ovid therapeutics inc.,2834,new york,4,217999299.0,215872537.0,212166565.0,140132634.0,0.001,67834.0,1973361.0,11289786.0,217999299.0,11289786.0,245849.0,-1595408.0,141482193.0,-15788427.0,162244491.0,113663.0,-133973217.0,206709513.0
janone inc.,5700,las vegas,4,27456000.0,9890000.0,3710000.0,3331000.0,0.001,2000.0,205000.0,23858000.0,27456000.0,19663000.0,7203000.0,-1523000.0,-2307000.0,-4477000.0,-4961000.0,2111000.0,-41394000.0,3598000.0
enovix corp,3690,fremont,4,230289640.0,278193.0,142943.0,-630143.0,0.0001,2590.0,,196790205.0,230289640.0,196790205.0,0.0,33846.0,-663989.0,-118139039.0,-1240288.0,,-171985670.0,5000009.0
"verve therapeutics, inc.",2834,cambridge,4,426518000.0,419564000.0,387446000.0,378453000.0,0.001,48000.0,,21122000.0,426518000.0,8649000.0,376732000.0,30203000.0,-28482000.0,-52965000.0,-31025000.0,6417000.0,-132764000.0,405396000.0
impel neuropharma inc,2834,seattle,4,69162000.0,65567000.0,60948000.0,53853000.0,0.001,19000.0,0.0,17864000.0,69162000.0,9007000.0,79913000.0,-116000.0,-25944000.0,-15482000.0,-24807000.0,3408000.0,-165035000.0,51298000.0
"compass therapeutics, inc.",2836,boston,4,40872000.0,34534000.0,31208000.0,-15921000.0,0.0001,6000.0,13000.0,11997000.0,40872000.0,8393000.0,-3750000.0,-627000.0,-11544000.0,-55804000.0,-63025000.0,1178000.0,-214634000.0,28875000.0
"freightcar america, inc.",3743,chicago,4,170058000.0,109841000.0,,-33317000.0,0.01,160000.0,504000.0,179496000.0,170058000.0,69529000.0,11610000.0,-818000.0,-44109000.0,-40428000.0,-15747000.0,19790000.0,-79047000.0,-9438000.0
"terns pharmaceuticals, inc.",2834,foster city,4,188007000.0,186872000.0,67589000.0,-7265000.0,0.0001,3000.0,14000.0,6675000.0,188007000.0,5818000.0,133580000.0,-117718000.0,-23076000.0,-10738000.0,-10818000.0,959000.0,-155990000.0,181332000.0
live ventures inc,5900,las vegas,4,812000.0,92882000.0,,,0.001,2000.0,2703000.0,13445000.0,812000.0,56346000.0,-16148000.0,-14470000.0,32199000.0,9938000.0,26648000.0,32942000.0,7656000.0,68027000.0
"danimer scientific, inc.",2821,bainbridge,4,645605000.0,451706000.0,416355000.0,,0.0001,9000.0,0.0,139057000.0,645605000.0,28973000.0,111189000.0,-51566000.0,-22641000.0,39248000.0,-32359000.0,159983000.0,-114269000.0,506548000.0
brookfield asset management inc.,6512,toronto,1,74368000000.0,,,,,,,212227000000.0,,,,,,,,,,
"cmg holdings group, inc.",7310,chicago,4,1088867.0,1080813.0,466244.0,55108.0,0.001,438672.0,,677418.0,1088867.0,677418.0,17500.0,263900.0,,484557.0,-356229.0,8054.0,-14657912.0,411449.0
"elys game technology, corp.",7372,san francisco,4,35558157.0,21176572.0,19150990.0,508952.0,0.0001,2202.0,276501.0,11722566.0,35558157.0,9781600.0,2888209.0,-122432.0,-1750322.0,-2771350.0,-3331276.0,491921.0,-36559446.0,23835591.0
"modular medical, inc.",3841,san diego,4,4042313.0,3466430.0,3380968.0,,0.001,18972.0,,5623801.0,4042313.0,5474187.0,4137200.0,-20076.0,-2204621.0,-4835091.0,-3373587.0,294384.0,-20782101.0,-1581488.0
new jersey mining co,1040,kellogg,4,16133905.0,1813478.0,994681.0,,0.0,22391993.0,,5247054.0,16133905.0,1473610.0,1552217.0,-2334899.0,-762582.0,-1803172.0,-1707346.0,8235389.0,-14428461.0,7963532.0
timberline resources corp,1040,coeur d'alene,4,19434111.0,5096631.0,2559106.0,,0.001,125429.0,0.0,793474.0,19434111.0,676635.0,2739417.0,14571.0,-2715608.0,-1263259.0,-3257915.0,13793084.0,-66963363.0,18640637.0
goldrich mining co,1000,spokane,4,662032.0,10604.0,323.0,,0.1,17254046.0,,10327423.0,662032.0,10021990.0,286000.0,,-287608.0,-434584.0,,626428.0,-38578487.0,-9665391.0
alkaline water co inc,5140,scottsdale,4,22177093.0,21037139.0,,,0.001,89761.0,,14969046.0,22177093.0,14741704.0,1483706.0,-61444.0,-6055313.0,-7425626.0,-7318207.0,912612.0,-77356846.0,7208047.0
susglobal energy corp.,4953,toronto,4,6059564.0,830592.0,21423.0,,0.0001,9184.0,,9914442.0,6059564.0,9462953.0,1343784.0,-87149.0,-1259009.0,-1104296.0,-1509105.0,,-14573090.0,-3854878.0
"aiadvertising, inc.",5900,san antonio,4,6511834.0,6279330.0,5341622.0,5331084.0,0.001,1004910.0,0.0,3371399.0,6511834.0,3177946.0,,,-4047679.0,-6917441.0,-3225023.0,76200.0,-43804419.0,3140435.0
cf bankshares inc.,6021,worthington,4,1507781000.0,,134321000.0,,0.01,54000.0,835000.0,1387922000.0,1507781000.0,,25704000.0,-148160000.0,35183000.0,9910000.0,,3765000.0,35997000.0,119859000.0
nemaura medical inc.,3841,manhattan,4,35682667.0,34069469.0,31259753.0,,0.001,23308.0,,27715268.0,35682667.0,12422784.0,1463658.0,-398221.0,-1690028.0,-3343725.0,-1620669.0,255899.0,-27188396.0,
zhong yuan bio-technology holdings ltd,6770,wanchai,4,3457596.0,2436594.0,,133800.0,0.0001,17145.0,660.0,1957103.0,3457596.0,761242.0,-95535.0,-988.0,309195.0,-28022.0,-14595.0,15353.0,-242269.0,1500493.0
bonso electronics international inc,3679,kowloon,4,256421000.0,13411000.0,10060000.0,,0.003,17000.0,-614000.0,9025000.0,26421000.0,5424000.0,-1140000.0,-164000.0,1984000.0,1771000.0,1206000.0,9500000.0,-4323000.0,17396000.0
natural gas services group inc,1389,midland,4,306599000.0,72102000.0,26173000.0,-2752000.0,0.01,134000.0,-213000.0,58698000.0,306599000.0,14247000.0,-2882000.0,-12622000.0,12752000.0,-1918000.0,-2661000.0,,136974000.0,247901000.0
"cleartronic, inc.",4812,boca raton,4,660017.0,629977.0,302102.0,226119.0,0.0,2266.0,,1275024.0,660017.0,1161134.0,-48447.0,-2068.0,276634.0,65243.0,,9072.0,-15884052.0,-615007.0
acquired sales corp,2833,jacksonville,4,33389814.0,7271810.0,2229056.0,,0.001,12728.0,0.0,9646948.0,33389814.0,4445905.0,-244573.0,-306175.0,2340725.0,2214512.0,2217355.0,315894.0,-14989850.0,23742866.0
"free flow, inc.",5531,king george,4,4109180.0,2510746.0,35018.0,,0.0001,2622.0,,2424115.0,4109180.0,951322.0,,,,64518.0,-43903.0,,,1685066.0
3forces inc.,7370,scottsdale,4,340155.0,226155.0,226155.0,,0.0001,803.0,0.0,1790594.0,340155.0,,94141.0,-24000.0,-79364.0,,-185962.0,,-2022142.0,-1450439.0
mexus gold us,1040,carson city,4,1139159.0,33683.0,33683.0,,0.001,205951.0,0.0,2771091.0,1139159.0,2771091.0,196500.0,0.0,,-829506.0,,275529.0,-36507304.0,-1631932.0
"fearless films, inc.",7812,concord,4,949778.0,861378.0,5007.0,,0.001,33895.0,0.0,910772.0,949778.0,910772.0,58080.0,,,-422404.0,,,-5792005.0,39006.0
cordia corp,4813,purchase,4,100.0,,100.0,,0.001,13612.0,,69465.0,100.0,,36638.0,,-39573.0,,-36073.0,,-8318413.0,-69365.0
"alpine 4 holdings, inc.",3669,phoenix,4,94027836.0,33547620.0,10457452.0,,,,0.0,47118206.0,94027836.0,24779076.0,42569642.0,-17060516.0,,-3127277.0,-7976286.0,20728221.0,-49052146.0,46909630.0
qmis tbs capital group corp.,6211,flushing,4,25000.0,25000.0,51290.0,1350.0,0.0001,30000.0,,307541.0,25000.0,307541.0,-20975.0,,22325.0,7290.0,-106136.0,,-312541.0,-282541.0
"cynergistek, inc",7389,austin,4,29284859.0,10133570.0,4025827.0,,0.001,12120.0,-20100.0,,29284859.0,3402557.0,-281250.0,-38696.0,-1267881.0,-46888.0,-1204035.0,301324.0,-16086451.0,23056802.0
first equity properties inc,6798,dallas,4,752250.0,,0.0,,0.01,10576.0,,6587.0,752250.0,,,,-27518.0,-29884.0,,,-641595.0,745663.0
capstar special purpose acquisition corp.,2834,austin,4,276984909.0,838312.0,791603.0,299776.0,,,,31012286.0,276984909.0,,0.0,176006.0,123770.0,-4088974.0,-54039.0,,-4696850.0,5000003.0
group nine acquisition corp.,6770,new york,4,231451832.0,1442001.0,68653.0,43653.0,,,,24042418.0,231451832.0,1612551.0,232037433.0,-230000000.0,-1993780.0,-6756611.0,-1788280.0,,-22591161.0,-22590586.0
science strategic acquisition corp. alpha,6770,santa monica,4,311969986.0,1435242.0,868722.0,848722.0,,,,24544286.0,311969986.0,142018.0,312642698.0,-310500000.0,-1293976.0,-4191105.0,-729474.0,,-2628731.0,5000010.0
priveterra acquisition corp.,6770,fort lauderdale,4,277615374.0,1380388.0,988855.0,988855.0,,,,24452045.0,277615374.0,206445.0,277995695.0,-276000000.0,-1006840.0,-4025194.0,-398443.0,,2290428.0,5000009.0
churchill capital corp v,6770,new york,4,500845853.0,791248.0,240814.0,-1264302.0,,,0.0,68017273.0,500845853.0,,,,-1264302.0,-17946399.0,-920450.0,,-28517487.0,5000010.0
churchill capital corp vi,6770,new york,4,555027875.0,3034210.0,2043311.0,2018311.0,,,,55513624.0,555027875.0,,555476646.0,-552000000.0,-1458335.0,-8267360.0,-565260.0,,-12406441.0,5000006.0
churchill capital corp vii,6770,new york,4,1386449476.0,6465315.0,4850723.0,4825723.0,,,,134431669.0,1386449476.0,,1387374777.0,-1380000000.0,-2549054.0,-21179094.0,-1105131.0,,-28830713.0,5000010.0
sachem capital corp.,6798,branford,4,296317393.0,,62225813.0,42817785.0,0.001,26733.0,,150027989.0,296317393.0,,63403625.0,-26721764.0,6135924.0,2530844.0,,2168988.0,-963683.0,146289404.0
one equity partners open water i corp.,6770,new york,4,347097261.0,2069960.0,999539.0,944899.0,,,,28707336.0,347097261.0,620286.0,347280487.0,-345000000.0,-1335588.0,-3855203.0,-462752.0,,1143665.0,5000005.0
"blade air mobility, inc.",7389,new york,4,346149000.0,342729000.0,30003000.0,18357000.0,,7000.0,,49451000.0,346149000.0,10557000.0,332078000.0,-303896000.0,-9825000.0,-24286000.0,-14364000.0,1725000.0,-68006000.0,296698000.0
zimmer energy transition acquisition corp.,6770,new york,4,348175190.0,2709673.0,2198290.0,2198290.0,,,,43474048.0,348175190.0,347564.0,347745408.0,-345000000.0,-547118.0,-8418544.0,-159268.0,,-40299721.0,-40298858.0
montes archimedes acquisition corp,6770,menlo park,4,412099512.0,1301440.0,1173000.0,,,,19504.0,70707105.0,412099512.0,8976547.0,4877.0,,-528064.0,-26382473.0,-9185632.0,,-18137691.0,5000007.0
just energy group inc.,4924,toronto,2,,,,,,,,,,,,,,,,,,
"aerovate therapeutics, inc.",2834,boston,4,62434000.0,59309000.0,59150000.0,54577000.0,0.0001,,,,62434000.0,4193000.0,62397000.0,-40000.0,-7780000.0,-8556000.0,-8554000.0,35000.0,-21985000.0,-21578000.0
energy services of america corp,1623,huntington,4,57078546.0,29966830.0,2270648.0,-8946172.0,0.0001,1484.0,-458812.0,24132160.0,57078546.0,15347422.0,2973264.0,-10092178.0,-1827258.0,,-502253.0,22490888.0,-27725675.0,32946386.0
"890 5th avenue partners, inc.",4899,rye,4,288690246.0,1182276.0,498421.0,296640.0,,,,14058658.0,288690246.0,1734624.0,289129800.0,-287500000.0,-1333160.0,-4301444.0,-2120294.0,,-3271755.0,5000008.0
corazon capital v838 monoceros corp,6770,chicago,4,205987884.0,2181279.0,1573553.0,1573553.0,,,,21000580.0,205987884.0,171785.0,206195455.0,-203799000.0,-822902.0,-327291.0,-341961.0,,-767846.0,5000004.0
"avenue therapeutics, inc.",2834,new york,4,1191000.0,,1121000.0,,0.0001,2000.0,,549000.0,1191000.0,549000.0,,0.0,-2011000.0,-949000.0,-1952000.0,,-75215000.0,642000.0
edify acquisition corp.,6770,new york,4,276755546.0,743370.0,67944.0,25547.0,,,0.0,26610821.0,276755546.0,240821.0,277068554.0,-276000000.0,-1043007.0,5469362.0,-299048.0,,1439272.0,5000005.0
magnum opus acquisition ltd,6770,central,4,201366505.0,1363321.0,1115380.0,1115380.0,,,,20488080.0,201366505.0,48080.0,201592484.0,-200000000.0,-477104.0,11141792.0,-1106643.0,,4999264.0,5000005.0
vy global growth,6770,grand cayman,4,577473170.0,2290065.0,,,,,,60280254.0,577473170.0,1287380.0,1500000.0,,-374587.0,5778890.0,-198794.0,,-13561600.0,5000006.0
"kins technology group, inc.",6770,palo alto,4,279832603.0,1010684.0,678168.0,-340858.0,,,,30358767.0,279832603.0,471567.0,-17579.0,,-323279.0,-4894262.0,-724309.0,,-3069031.0,5000003.0
tribe capital growth corp i,6770,san francisco,4,277018964.0,1014654.0,692979.0,692979.0,,,,28644235.0,277018964.0,232103.0,277552107.0,-276000000.0,-859128.0,-161064.0,-395233.0,,-2125779.0,5000009.0
north atlantic acquisition corp,6770,george town grand cayman,4,381751640.0,1864332.0,1276476.0,1276476.0,,,,39240659.0,381751640.0,1803446.0,381968890.0,-379500000.0,-1192414.0,-11799403.0,-2284678.0,,-6800650.0,5000001.0
blueriver acquisition corp.,6770,san antonio,4,288763357.0,1256026.0,924881.0,924881.0,,,,19673360.0,288763357.0,154860.0,289265877.0,-287500000.0,-840996.0,-3575270.0,-575590.0,,9775.0,5000007.0
centricus acquisition corp.,6770,grand cayman,4,346484864.0,1471630.0,793332.0,793332.0,,,,35546704.0,346484864.0,2623370.0,347068426.0,-345000000.0,-1275094.0,-12686954.0,-3087176.0,,-34075937.0,-34075074.0
macondray capital acquisition corp. i,6770,woodside,4,440120.0,44849.0,44849.0,44849.0,,,,422050.0,440120.0,,300000.0,,-255151.0,0.0,,,-6930.0,18070.0
data knights acquisition corp.,6770,surrey,4,118112904.0,812110.0,802110.0,802110.0,,,,10250850.0,118112904.0,51812.0,118756697.0,-117300000.0,-654587.0,4308152.0,-71339.0,,4307307.0,5000001.0
ace convergence acquisition corp.,3674,wilmington,4,230384692.0,238121.0,2093.0,-790323.0,,,,46122909.0,230384692.0,2100524.0,90000.0,,-880323.0,-1042594.0,-2138846.0,,21755380.0,5000003.0
